leaf,genotype,elevation,treatment,Tmin,tray,column,row,cell,plantID,init_size,freezing_date,census_date,freezing_OD,census_OD,Final_status,Date_of_death,RGR_total,final_size
six,257_2,2754,TempB,-10.7,older4,3,A,3A,freeze_sdl621,3.7,3/18/22,3/21/22,77,80,0,7,NA,NA
six,273_18C,2710,TempB,-10.7,older4,3,B,3B,freeze_sdl622,2.1,3/18/22,3/21/22,77,80,0,3,NA,NA
six,194_2A,3108,TempB,-10.7,older4,3,C,3C,freeze_sdl623,17.7,3/18/22,3/21/22,77,80,0,7,NA,NA
six,253_3A,3460,TempB,-10.7,older4,3,D,3D,freeze_sdl624,11.2,3/18/22,3/21/22,77,80,0,7,NA,NA
six,255_7A,3342,TempB,-10.7,older4,3,F,3F,freeze_sdl626,7,3/18/22,3/21/22,77,80,0,7,NA,NA
six,199_1,3502,TempB,-10.7,older4,3,G,3G,freeze_sdl627,8.3,3/18/22,3/21/22,77,80,1,24,0.015775328,16.1
six,211_6,3122,TempB,-10.7,older4,3,H,3H,freeze_sdl628,14.6,3/18/22,3/21/22,77,80,1,24,0.000323944,14.8
six,180_5,3249,TempB,-10.7,older4,3,I,3I,freeze_sdl629,15.1,3/18/22,3/21/22,77,80,0,24,NA,NA
six,49_1A,2935,TempB,-10.7,older4,4,A,4A,freeze_sdl631,4.1,3/18/22,3/21/22,77,80,0,7,NA,NA
six,257_2,2754,TempB,-10.7,older4,4,B,4B,freeze_sdl632,6.2,3/18/22,3/21/22,77,80,0,7,NA,NA
six,211_6,3122,TempB,-10.7,older4,4,C,4C,freeze_sdl633,14.6,3/18/22,3/21/22,77,80,0,7,NA,NA
six,211_6,3122,TempB,-10.7,older4,4,G,4G,freeze_sdl637,16.7,3/18/22,3/21/22,77,80,0,10,NA,NA
six,49_1A,2935,TempB,-10.7,older4,4,H,4H,freeze_sdl638,13.1,3/18/22,3/21/22,77,80,1,24,0.002743697,14.7
six,253_3A,3460,TempB,-10.7,older4,4,J,4J,freeze_sdl640,2.4,3/18/22,3/21/22,77,80,0,3,NA,NA
six,49_1A,2935,TempB,-10.7,older4,5,D,5D,freeze_sdl644,2.1,3/18/22,3/21/22,77,80,0,7,NA,NA
six,255_7A,3342,TempB,-10.7,older4,5,E,5E,freeze_sdl645,4.6,3/18/22,3/21/22,77,80,0,14,NA,NA
six,199_1,3502,TempB,-10.7,older4,5,H,5H,freeze_sdl648,13.2,3/18/22,3/21/22,77,80,1,24,0.003043652,15
six,194_2A,3108,TempB,-10.7,older4,5,I,5I,freeze_sdl649,19.4,3/18/22,3/21/22,77,80,1,24,0.001429,20.6
six,214_7,2694,TempB,-10.7,older4,5,J,5J,freeze_sdl650,10.1,3/18/22,3/21/22,77,80,0,10,NA,NA
six,180_5,3249,TempB,-10.7,older4,6,A,6A,freeze_sdl651,17.6,3/18/22,3/21/22,77,80,0,7,NA,NA
six,199_1,3502,TempB,-10.7,older4,6,B,6B,freeze_sdl652,11.2,3/18/22,3/21/22,77,80,0,7,NA,NA
six,262_3A,2717,TempB,-10.7,older4,6,C,6C,freeze_sdl653,3.7,3/18/22,3/21/22,77,80,0,3,NA,NA
six,256_3C,2735,TempB,-10.7,older4,6,E,6E,freeze_sdl655,6.1,3/18/22,3/21/22,77,80,0,7,NA,NA
six,255_7A,3342,TempB,-10.7,older4,6,F,6F,freeze_sdl656,5.6,3/18/22,3/21/22,77,80,0,7,NA,NA
six,257_2,2754,TempB,-10.7,older4,6,G,6G,freeze_sdl657,1.1,3/18/22,3/21/22,77,80,0,3,NA,NA
six,256_3C,2735,TempB,-10.7,older4,6,I,6I,freeze_sdl659,7,3/18/22,3/21/22,77,80,1,24,0.014921478,13.1
six,256_3C,2735,TempB,-10.7,older4,6,J,6J,freeze_sdl660,5.5,3/18/22,3/21/22,77,80,0,14,NA,NA
six,269_20C,2800,TempB,-10.7,older4,7,G,7G,freeze_sdl667,7.3,3/18/22,3/21/22,77,80,1,24,-0.013161662,4.2
six,162_2A,3055,TempB,-10.7,older4,7,I,7I,freeze_sdl669,11.9,3/18/22,3/21/22,77,80,0,10,NA,NA
six,255_7A,3342,TempB,-10.7,older4,8,A,8A,freeze_sdl671,6.9,3/18/22,3/21/22,77,80,0,7,NA,NA
six,257_2,2754,TempB,-10.7,older4,8,B,8B,freeze_sdl672,4.6,3/18/22,3/21/22,77,80,0,7,NA,NA
six,49_1A,2935,TempB,-10.7,older4,8,C,8C,freeze_sdl673,13.6,3/18/22,3/21/22,77,80,0,7,NA,NA
six,211_6,3122,TempB,-10.7,older4,8,D,8D,freeze_sdl674,8.6,3/18/22,3/21/22,77,80,0,7,NA,NA
six,257_2,2754,TempB,-10.7,older4,8,E,8E,freeze_sdl675,5.8,3/18/22,3/21/22,77,80,0,17,NA,NA
six,253_3A,3460,TempB,-10.7,older4,8,G,8G,freeze_sdl677,5.7,3/18/22,3/21/22,77,80,0,7,NA,NA
six,256_3C,2735,TempB,-10.7,older4,8,J,8J,freeze_sdl680,5.6,3/18/22,3/21/22,77,80,1,24,0.006955629,7.5
six,162_2A,3055,TempB,-10.7,older4,9,B,9B,freeze_sdl682,4.2,3/18/22,3/21/22,77,80,0,10,NA,NA
six,214_7,2694,TempB,-10.7,older4,9,C,9C,freeze_sdl683,10.2,3/18/22,3/21/22,77,80,0,10,NA,NA
six,257_2,2754,TempB,-10.7,older4,9,E,9E,freeze_sdl685,5.6,3/18/22,3/21/22,77,80,0,10,NA,NA
six,162_2A,3055,TempB,-10.7,older4,9,H,9H,freeze_sdl688,5.6,3/18/22,3/21/22,77,80,0,7,NA,NA
six,257_2,2754,TempB,-10.7,older4,9,J,9J,freeze_sdl690,6.2,3/18/22,3/21/22,77,80,0,14,NA,NA
six,194_2A,3108,TempB,-10.7,older4,10,B,10B,freeze_sdl692,21.4,3/18/22,3/21/22,77,80,0,7,NA,NA
six,162_2A,3055,TempB,-10.7,older4,10,C,10C,freeze_sdl693,3.6,3/18/22,3/21/22,77,80,0,7,NA,NA
six,214_7,2694,TempB,-10.7,older4,10,I,10I,freeze_sdl699,11.6,3/18/22,3/21/22,77,80,0,7,NA,NA
six,282_13C,2802,TempB,-10.7,older4,10,J,10J,freeze_sdl700,17.2,3/18/22,3/21/22,77,80,1,24,NA,NA
six,180_5,3249,TempB,-10.7,older4,11,A,11A,freeze_sdl701,20.6,3/18/22,3/21/22,77,80,0,7,NA,NA
six,194_2A,3108,TempB,-10.7,older4,11,B,11B,freeze_sdl702,21.2,3/18/22,3/21/22,77,80,0,7,NA,NA
six,214_7,2694,TempB,-10.7,older4,11,C,11C,freeze_sdl703,17.9,3/18/22,3/21/22,77,80,0,7,NA,NA
six,194_2A,3108,TempB,-10.7,older4,11,E,11E,freeze_sdl705,18.6,3/18/22,3/21/22,77,80,0,7,NA,NA
six,01_4,2989,TempB,-10.7,older4,11,F,11F,freeze_sdl706,16.1,3/18/22,3/21/22,77,80,0,10,NA,NA
six,273_18C,2710,TempB,-10.7,older4,11,G,11G,freeze_sdl707,6.9,3/18/22,3/21/22,77,80,0,14,NA,NA
six,255_13A,3342,TempB,-10.7,older4,11,I,11I,freeze_sdl709,13.5,3/18/22,3/21/22,77,80,0,7,NA,NA
six,162_2A,3055,TempB,-10.7,older4,12,A,12A,freeze_sdl711,11.6,3/18/22,3/21/22,77,80,0,7,NA,NA
six,211_6,3122,TempB,-10.7,older4,12,B,12B,freeze_sdl712,11.1,3/18/22,3/21/22,77,80,0,7,NA,NA
six,162_2A,3055,TempB,-10.7,older4,12,C,12C,freeze_sdl713,14,3/18/22,3/21/22,77,80,0,7,NA,NA
six,273_18C,2710,TempB,-10.7,older4,12,D,12D,freeze_sdl714,3.1,3/18/22,3/21/22,77,80,0,10,NA,NA
six,91_2,2910,TempB,-10.7,older4,12,E,12E,freeze_sdl715,7.7,3/18/22,3/21/22,77,80,0,7,NA,NA
six,256_3C,2735,TempB,-10.7,older4,12,F,12F,freeze_sdl716,5.6,3/18/22,3/21/22,77,80,0,24,NA,NA
six,49_1A,2935,TempB,-10.7,older4,12,G,12G,freeze_sdl717,3.6,3/18/22,3/21/22,77,80,0,14,NA,NA
six,262_3A,2717,TempB,-10.7,older4,12,H,12H,freeze_sdl718,6.6,3/18/22,3/21/22,77,80,1,24,-0.00307647,5.8
six,162_2A,3055,TempB,-10.7,older4,13,A,13A,freeze_sdl721,10.3,3/18/22,3/21/22,77,80,0,7,NA,NA
six,257_2,2754,TempB,-10.7,older4,13,B,13B,freeze_sdl722,3.9,3/18/22,3/21/22,77,80,0,7,NA,NA
six,214_7,2694,TempB,-10.7,older4,13,C,13C,freeze_sdl723,12.9,3/18/22,3/21/22,77,80,0,7,NA,NA
six,194_2A,3108,TempB,-10.7,older4,13,E,13E,freeze_sdl725,4.6,3/18/22,3/21/22,77,80,0,7,NA,NA
six,255_13A,3342,TempB,-10.7,older4,13,F,13F,freeze_sdl726,7.1,3/18/22,3/21/22,77,80,1,24,-0.001380649,6.7
six,162_2A,3055,TempB,-10.7,older4,13,H,13H,freeze_sdl728,9.1,3/18/22,3/21/22,77,80,1,24,-0.001905779,8.4
six,214_7,2694,TempB,-10.7,older4,14,C,14C,freeze_sdl733,12.9,3/18/22,3/21/22,77,80,0,7,NA,NA
six,214_7,2694,TempB,-10.7,older4,14,E,14E,freeze_sdl735,13,3/18/22,3/21/22,77,80,0,10,NA,NA
six,256_3C,2735,TempB,-10.7,older4,14,F,14F,freeze_sdl736,6.8,3/18/22,3/21/22,77,80,1,24,0.002648229,7.6
six,255_7A,3342,TempB,-10.7,older4,14,G,14G,freeze_sdl737,8.6,3/18/22,3/21/22,77,80,1,24,0.000275258,8.7
six,162_2A,3055,TempB,-10.7,older4,14,H,14H,freeze_sdl738,18.4,3/18/22,3/21/22,77,80,1,24,-0.009979648,12.1
six,199_1,3502,TempB,-10.7,older4,14,I,14I,freeze_sdl739,16.3,3/18/22,3/21/22,77,80,1,24,-0.009800452,10.8
six,214_7,2694,TempB,-10.7,older4,14,J,14J,freeze_sdl740,19.6,3/18/22,3/21/22,77,80,0,7,NA,NA
six,63_8,2960,TempB,-10.7,older4,15,A,15A,freeze_sdl741,11.1,3/18/22,3/21/22,77,80,0,7,NA,NA
six,185_2,3411,TempB,-10.7,older4,15,B,15B,freeze_sdl742,14.2,3/18/22,3/21/22,77,80,0,7,NA,NA
six,255_7A,3342,TempB,-10.7,older4,15,D,15D,freeze_sdl744,5.3,3/18/22,3/21/22,77,80,0,7,NA,NA
six,162_2A,3055,TempB,-10.7,older4,15,E,15E,freeze_sdl745,13.9,3/18/22,3/21/22,77,80,0,7,NA,NA
six,273_18C,2710,TempB,-10.7,older4,15,F,15F,freeze_sdl746,3,3/18/22,3/21/22,77,80,0,10,NA,NA
six,180_5,3249,TempB,-10.7,older4,15,H,15H,freeze_sdl748,19.2,3/18/22,3/21/22,77,80,1,24,-0.023353077,7.2
six,162_2A,3055,TempB,-10.7,older4,15,I,15I,freeze_sdl749,14.9,3/18/22,3/21/22,77,80,1,24,-0.012538321,8.8
six,211_6,3122,TempB,-10.7,older4,15,J,15J,freeze_sdl750,17.7,3/18/22,3/21/22,77,80,0,7,NA,NA
six,269_20C,2800,TempB,-10.7,older4,16,A,16A,freeze_sdl751,6.6,3/18/22,3/21/22,77,80,0,7,NA,NA
six,255_13A,3342,TempB,-10.7,older4,16,B,16B,freeze_sdl752,13,3/18/22,3/21/22,77,80,0,7,NA,NA
six,262_3A,2717,TempB,-10.7,older4,16,D,16D,freeze_sdl754,3.8,3/18/22,3/21/22,77,80,1,24,0.012411832,6.4
six,255_13A,3342,TempB,-10.7,older4,16,E,16E,freeze_sdl755,11.5,3/18/22,3/21/22,77,80,0,10,NA,NA
six,209_2A,2721,TempB,-10.7,older4,16,H,16H,freeze_sdl758,16.6,3/18/22,3/21/22,77,80,1,24,-0.012792305,9.7
six,63_8,2960,TempB,-10.7,older4,16,I,16I,freeze_sdl759,16.5,3/18/22,3/21/22,77,80,1,24,-0.008389411,11.6
six,262_3A,2717,TempB,-10.7,older4,17,A,17A,freeze_sdl761,4.2,3/18/22,3/21/22,77,80,0,7,NA,NA
six,180_5,3249,TempB,-10.7,older4,17,C,17C,freeze_sdl763,25.6,3/18/22,3/21/22,77,80,0,17,NA,NA
six,211_6,3122,TempB,-10.7,older4,17,D,17D,freeze_sdl764,4.6,3/18/22,3/21/22,77,80,0,10,NA,NA
six,273_18C,2710,TempB,-10.7,older4,17,F,17F,freeze_sdl766,3.9,3/18/22,3/21/22,77,80,0,17,NA,NA
six,269_20C,2800,TempB,-10.7,older4,17,G,17G,freeze_sdl767,5.7,3/18/22,3/21/22,77,80,1,24,0.012658565,9.7
six,253_3A,3460,TempB,-10.7,older4,17,I,17I,freeze_sdl769,1.8,3/18/22,3/21/22,77,80,0,3,NA,NA
six,262_3A,2717,TempB,-10.7,older4,18,A,18A,freeze_sdl771,8.6,3/18/22,3/21/22,77,80,0,14,NA,NA
six,269_20C,2800,TempB,-10.7,older4,18,B,18B,freeze_sdl772,7.4,3/18/22,3/21/22,77,80,0,14,NA,NA
six,256_3C,2735,TempB,-10.7,older4,18,C,18C,freeze_sdl773,5.8,3/18/22,3/21/22,77,80,1,24,0.015667997,11.2
six,63_8,2960,TempB,-10.7,older4,18,D,18D,freeze_sdl774,11.2,3/18/22,3/21/22,77,80,1,24,0.004091673,13.3
six,199_1,3502,TempB,-10.7,older4,18,E,18E,freeze_sdl775,17.7,3/18/22,3/21/22,77,80,1,24,-0.01481602,9.5
six,255_13A,3342,TempB,-10.7,older4,18,F,18F,freeze_sdl776,9.6,3/18/22,3/21/22,77,80,0,14,NA,NA
six,162_2A,3055,TempB,-10.7,older4,18,G,18G,freeze_sdl777,18,3/18/22,3/21/22,77,80,0,14,NA,NA
six,282_13C,2802,TempB,-10.7,older4,18,I,18I,freeze_sdl779,7.6,3/18/22,3/21/22,77,80,0,7,NA,NA
six,199_1,3502,TempB,-10.7,older4,18,J,18J,freeze_sdl780,10,3/18/22,3/21/22,77,80,1,24,-0.007821525,7.2
six,180_5,3249,TempB,-10.7,older4,19,D,19D,freeze_sdl784,19.1,3/18/22,3/21/22,77,80,0,10,NA,NA
six,185_2,3411,TempB,-10.7,older4,19,F,19F,freeze_sdl786,5.6,3/18/22,3/21/22,77,80,1,24,0.003911977,6.6
six,273_18C,2710,TempB,-10.7,older4,19,H,19H,freeze_sdl788,5.5,3/18/22,3/21/22,77,80,0,7,NA,NA
six,257_2,2754,TempB,-10.7,older4,19,J,19J,freeze_sdl790,2.5,3/18/22,3/21/22,77,80,0,7,NA,NA
six,256_3C,2735,TempB,-10.7,older4,20,B,20B,freeze_sdl792,5.3,3/18/22,3/21/22,77,80,0,24,NA,NA
six,257_2,2754,TempB,-10.7,older4,20,D,20D,freeze_sdl794,4.1,3/18/22,3/21/22,77,80,0,7,NA,NA
six,214_7,2694,TempB,-10.7,older4,20,F,20F,freeze_sdl796,16.6,3/18/22,3/21/22,77,80,0,7,NA,NA
six,162_2A,3055,TempB,-10.7,older4,20,G,20G,freeze_sdl797,9.9,3/18/22,3/21/22,77,80,0,7,NA,NA
six,269_20C,2800,TempB,-10.7,older4,20,H,20H,freeze_sdl798,7.7,3/18/22,3/21/22,77,80,0,7,NA,NA
six,162_2A,3055,TempB,-10.7,older4,20,I,20I,freeze_sdl799,16.1,3/18/22,3/21/22,77,80,0,7,NA,NA
six,01_4,2989,TempB,-10.7,older4,20,J,20J,freeze_sdl800,11.6,3/18/22,3/21/22,77,80,0,7,NA,NA
