leaf,genotype,elevation,treatment,Tmin,tray,column,row,cell,plantID,init_size,freezing_date,census_date,freezing_OD,census_OD,Final_status,Date_of_death,RGR_total,final_size
six,49_1A,2935,TempA,-17.2,older2,13,F,13F,freeze_sdl326,13.1,3/16/22,3/19/22,75,78,0,8,NA,NA
six,256_3C,2735,TempA,-17.2,older2,13,G,13G,freeze_sdl327,5.1,3/16/22,3/19/22,75,78,0,8,NA,NA
six,273_18C,2710,TempA,-17.2,older2,13,I,13I,freeze_sdl329,2.1,3/16/22,3/19/22,75,78,0,8,NA,NA
six,255_7A,3342,TempA,-17.2,older2,13,J,13J,freeze_sdl330,5.5,3/16/22,3/19/22,75,78,0,8,NA,NA
six,63_8,2960,TempA,-17.2,older2,14,A,14A,freeze_sdl331,8.6,3/16/22,3/19/22,75,78,0,8,NA,NA
six,194_2A,3108,TempA,-17.2,older2,14,B,14B,freeze_sdl332,25.1,3/16/22,3/19/22,75,78,0,8,NA,NA
six,49_1A,2935,TempA,-17.2,older2,14,C,14C,freeze_sdl333,15.6,3/16/22,3/19/22,75,78,0,8,NA,NA
six,162_2A,3055,TempA,-17.2,older2,14,D,14D,freeze_sdl334,10,3/16/22,3/19/22,75,78,0,8,NA,NA
six,180_5,3249,TempA,-17.2,older2,14,E,14E,freeze_sdl335,12.2,3/16/22,3/19/22,75,78,0,8,NA,NA
six,255_7A,3342,TempA,-17.2,older2,14,F,14F,freeze_sdl336,8.5,3/16/22,3/19/22,75,78,0,8,NA,NA
six,63_8,2960,TempA,-17.2,older2,14,G,14G,freeze_sdl337,9.2,3/16/22,3/19/22,75,78,0,8,NA,NA
six,257_2,2754,TempA,-17.2,older2,14,H,14H,freeze_sdl338,6.4,3/16/22,3/19/22,75,78,0,8,NA,NA
six,253_3A,3460,TempA,-17.2,older2,14,I,14I,freeze_sdl339,5.8,3/16/22,3/19/22,75,78,0,8,NA,NA
six,63_8,2960,TempA,-17.2,older2,14,J,14J,freeze_sdl340,11.3,3/16/22,3/19/22,75,78,0,8,NA,NA
six,199_1,3502,TempA,-17.2,older2,15,A,15A,freeze_sdl341,10.5,3/16/22,3/19/22,75,78,0,8,NA,NA
six,199_1,3502,TempA,-17.2,older2,15,B,15B,freeze_sdl342,12.5,3/16/22,3/19/22,75,78,0,8,NA,NA
six,255_13A,3342,TempA,-17.2,older2,15,C,15C,freeze_sdl343,9.6,3/16/22,3/19/22,75,78,0,8,NA,NA
six,162_2A,3055,TempA,-17.2,older2,15,D,15D,freeze_sdl344,16.6,3/16/22,3/19/22,75,78,0,8,NA,NA
six,213_1A,2790,TempA,-17.2,older2,15,E,15E,freeze_sdl345,7.1,3/16/22,3/19/22,75,78,0,8,NA,NA
six,199_1,3502,TempA,-17.2,older2,15,G,15G,freeze_sdl347,6.6,3/16/22,3/19/22,75,78,0,8,NA,NA
six,269_20C,2800,TempA,-17.2,older2,15,I,15I,freeze_sdl349,6.7,3/16/22,3/19/22,75,78,0,8,NA,NA
six,162_2A,3055,TempA,-17.2,older2,15,J,15J,freeze_sdl350,11.9,3/16/22,3/19/22,75,78,0,8,NA,NA
six,253_3A,3460,TempA,-17.2,older2,16,A,16A,freeze_sdl351,9,3/16/22,3/19/22,75,78,0,8,NA,NA
six,255_7A,3342,TempA,-17.2,older2,16,C,16C,freeze_sdl353,4,3/16/22,3/19/22,75,78,0,8,NA,NA
six,49_1A,2935,TempA,-17.2,older2,16,D,16D,freeze_sdl354,16.5,3/16/22,3/19/22,75,78,0,8,NA,NA
six,255_13A,3342,TempA,-17.2,older2,16,E,16E,freeze_sdl355,9.9,3/16/22,3/19/22,75,78,0,8,NA,NA
six,162_2A,3055,TempA,-17.2,older2,16,F,16F,freeze_sdl356,14.9,3/16/22,3/19/22,75,78,0,8,NA,NA
six,214_7,2694,TempA,-17.2,older2,16,G,16G,freeze_sdl357,10.9,3/16/22,3/19/22,75,78,0,8,NA,NA
six,257_2,2754,TempA,-17.2,older2,17,A,17A,freeze_sdl361,5.1,3/16/22,3/19/22,75,78,0,8,NA,NA
six,256_3C,2735,TempA,-17.2,older2,17,B,17B,freeze_sdl362,4.6,3/16/22,3/19/22,75,78,0,8,NA,NA
six,257_2,2754,TempA,-17.2,older2,17,C,17C,freeze_sdl363,5.3,3/16/22,3/19/22,75,78,0,8,NA,NA
six,257_2,2754,TempA,-17.2,older2,17,D,17D,freeze_sdl364,5.1,3/16/22,3/19/22,75,78,0,8,NA,NA
six,255_13A,3342,TempA,-17.2,older2,17,E,17E,freeze_sdl365,10.9,3/16/22,3/19/22,75,78,0,8,NA,NA
six,257_2,2754,TempA,-17.2,older2,17,F,17F,freeze_sdl366,5.6,3/16/22,3/19/22,75,78,0,8,NA,NA
six,257_2,2754,TempA,-17.2,older2,17,G,17G,freeze_sdl367,4.1,3/16/22,3/19/22,75,78,0,8,NA,NA
six,49_1A,2935,TempA,-17.2,older2,17,H,17H,freeze_sdl368,6.5,3/16/22,3/19/22,75,78,0,8,NA,NA
six,01_4,2989,TempA,-17.2,older2,17,I,17I,freeze_sdl369,12.7,3/16/22,3/19/22,75,78,0,8,NA,NA
six,269_20C,2800,TempA,-17.2,older2,18,A,18A,freeze_sdl371,5.7,3/16/22,3/19/22,75,78,0,8,NA,NA
six,262_3A,2717,TempA,-17.2,older2,18,C,18C,freeze_sdl373,6.7,3/16/22,3/19/22,75,78,0,8,NA,NA
six,211_6,3122,TempA,-17.2,older2,18,F,18F,freeze_sdl376,12.9,3/16/22,3/19/22,75,78,0,8,NA,NA
six,63_8,2960,TempA,-17.2,older2,18,G,18G,freeze_sdl377,7.2,3/16/22,3/19/22,75,78,0,8,NA,NA
six,162_2A,3055,TempA,-17.2,older2,18,I,18I,freeze_sdl379,9.6,3/16/22,3/19/22,75,78,0,8,NA,NA
six,269_20C,2800,TempA,-17.2,older2,18,J,18J,freeze_sdl380,6,3/16/22,3/19/22,75,78,0,8,NA,NA
six,255_7A,3342,TempA,-17.2,older2,19,A,19A,freeze_sdl381,6.6,3/16/22,3/19/22,75,78,0,8,NA,NA
six,253_3A,3460,TempA,-17.2,older2,19,D,19D,freeze_sdl384,4.5,3/16/22,3/19/22,75,78,0,8,NA,NA
six,162_2A,3055,TempA,-17.2,older2,19,I,19I,freeze_sdl389,8.6,3/16/22,3/19/22,75,78,0,8,NA,NA
six,01_4,2989,TempA,-17.2,older2,20,B,20B,freeze_sdl392,17.5,3/16/22,3/19/22,75,78,0,8,NA,NA
six,273_18C,2710,TempA,-17.2,older2,20,C,20C,freeze_sdl393,5.9,3/16/22,3/19/22,75,78,0,8,NA,NA
six,214_7,2694,TempA,-17.2,older2,20,E,20E,freeze_sdl395,11.9,3/16/22,3/19/22,75,78,0,8,NA,NA
six,257_2,2754,TempA,-17.2,older2,20,F,20F,freeze_sdl396,5.1,3/16/22,3/19/22,75,78,0,8,NA,NA
six,255_13A,3342,TempA,-17.2,older2,20,G,20G,freeze_sdl397,9.5,3/16/22,3/19/22,75,78,0,8,NA,NA
six,273_18C,2710,TempA,-17.2,older2,20,H,20H,freeze_sdl398,3.1,3/16/22,3/19/22,75,78,0,8,NA,NA
six,162_2A,3055,TempA,-17.2,older2,20,I,20I,freeze_sdl399,11.6,3/16/22,3/19/22,75,78,0,8,NA,NA
six,262_3A,2717,TempA,-17.2,older2,20,J,20J,freeze_sdl400,5.1,3/16/22,3/19/22,75,78,0,8,NA,NA
six,253_3A,3460,TempC,-5.7,older3,1,A,1A,freeze_sdl401,9.7,3/17/22,3/21/22,76,80,1,25,0.003135331,11.1
six,255_7A,3342,TempC,-5.7,older3,1,B,1B,freeze_sdl402,7.1,3/17/22,3/21/22,76,80,1,25,0.004457382,8.6
six,262_3A,2717,TempC,-5.7,older3,1,C,1C,freeze_sdl403,4.6,3/17/22,3/21/22,76,80,0,11,NA,NA
six,214_7,2694,TempC,-5.7,older3,1,E,1E,freeze_sdl405,14.9,3/17/22,3/21/22,76,80,1,25,-0.006023586,11.5
six,162_2A,3055,TempC,-5.7,older3,1,I,1I,freeze_sdl409,10.6,3/17/22,3/21/22,76,80,1,25,NA,NA
six,162_2A,3055,TempC,-5.7,older3,1,J,1J,freeze_sdl410,8.9,3/17/22,3/21/22,76,80,1,25,0.015322282,17.2
six,214_7,2694,TempC,-5.7,older3,2,A,2A,freeze_sdl411,9.6,3/17/22,3/21/22,76,80,1,25,-0.012534802,5.6
six,180_5,3249,TempC,-5.7,older3,2,B,2B,freeze_sdl412,12.6,3/17/22,3/21/22,76,80,1,25,-0.00094166,12.1
six,257_2,2754,TempC,-5.7,older3,2,C,2C,freeze_sdl413,5.3,3/17/22,3/21/22,76,80,1,25,0.002494082,5.9
six,162_2A,3055,TempC,-5.7,older3,2,D,2D,freeze_sdl414,15.4,3/17/22,3/21/22,76,80,1,25,-0.003761751,13.1
six,01_4,2989,TempC,-5.7,older3,2,E,2E,freeze_sdl415,19.4,3/17/22,3/21/22,76,80,1,25,-0.002397028,17.5
six,257_2,2754,TempC,-5.7,older3,2,F,2F,freeze_sdl416,6.1,3/17/22,3/21/22,76,80,1,25,0.005113011,7.6
six,273_18C,2710,TempC,-5.7,older3,2,H,2H,freeze_sdl418,4.8,3/17/22,3/21/22,76,80,1,25,0.012168561,8.1
six,253_3A,3460,TempC,-5.7,older3,2,I,2I,freeze_sdl419,4.6,3/17/22,3/21/22,76,80,1,25,0.015608565,9
six,214_7,2694,TempC,-5.7,older3,2,J,2J,freeze_sdl420,7.7,3/17/22,3/21/22,76,80,1,25,0.011452942,12.6
six,256_3C,2735,TempC,-5.7,older3,3,A,3A,freeze_sdl421,5.8,3/17/22,3/21/22,76,80,1,25,0.004038686,6.9
six,256_3C,2735,TempC,-5.7,older3,3,C,3C,freeze_sdl423,5.2,3/17/22,3/21/22,76,80,1,25,0.001304406,5.5
six,49_1A,2935,TempC,-5.7,older3,3,D,3D,freeze_sdl424,3.1,3/17/22,3/21/22,76,80,0,8,NA,NA
six,162_2A,3055,TempC,-5.7,older3,3,E,3E,freeze_sdl425,11.8,3/17/22,3/21/22,76,80,1,25,-0.004557527,9.7
six,214_7,2694,TempC,-5.7,older3,3,F,3F,freeze_sdl426,10.6,3/17/22,3/21/22,76,80,1,25,0.003077941,12.1
six,214_7,2694,TempC,-5.7,older3,3,G,3G,freeze_sdl427,8.6,3/17/22,3/21/22,76,80,1,25,0.010828689,13.7
six,269_20C,2800,TempC,-5.7,older3,3,J,3J,freeze_sdl430,6.6,3/17/22,3/21/22,76,80,1,25,0.009429421,9.9
six,262_3A,2717,TempC,-5.7,older3,4,C,4C,freeze_sdl433,5.1,3/17/22,3/21/22,76,80,1,25,0.004542064,6.2
six,199_1,3502,TempC,-5.7,older3,4,D,4D,freeze_sdl434,12.2,3/17/22,3/21/22,76,80,1,25,-0.004393036,10.1
six,162_2A,3055,TempC,-5.7,older3,4,F,4F,freeze_sdl436,15,3/17/22,3/21/22,76,80,1,25,-0.002278614,13.6
six,214_7,2694,TempC,-5.7,older3,4,G,4G,freeze_sdl437,7.9,3/17/22,3/21/22,76,80,1,25,0.006169329,10.3
six,01_4,2989,TempC,-5.7,older3,4,H,4H,freeze_sdl438,15.6,3/17/22,3/21/22,76,80,1,25,0.00589416,20.1
six,49_1A,2935,TempC,-5.7,older3,5,A,5A,freeze_sdl441,8.9,3/17/22,3/21/22,76,80,1,25,-0.001905049,8.2
six,257_2,2754,TempC,-5.7,older3,5,B,5B,freeze_sdl442,5.9,3/17/22,3/21/22,76,80,1,25,0.01490608,11.2
six,199_1,3502,TempC,-5.7,older3,5,C,5C,freeze_sdl443,14,3/17/22,3/21/22,76,80,1,25,-0.004373308,11.6
six,194_2A,3108,TempC,-5.7,older3,5,D,5D,freeze_sdl444,23.6,3/17/22,3/21/22,76,80,1,25,0.000583859,24.2
six,256_3C,2735,TempC,-5.7,older3,5,E,5E,freeze_sdl445,5.4,3/17/22,3/21/22,76,80,1,25,-0.000877682,5.2
six,255_13A,3342,TempC,-5.7,older3,5,G,5G,freeze_sdl447,8.6,3/17/22,3/21/22,76,80,1,25,0.007356682,11.8
six,209_2A,2721,TempC,-5.7,older3,5,H,5H,freeze_sdl448,12.6,3/17/22,3/21/22,76,80,1,25,0.004209254,15.1
six,01_4,2989,TempC,-5.7,older3,5,I,5I,freeze_sdl449,17,3/17/22,3/21/22,76,80,1,25,0.003190724,19.5
six,269_20C,2800,TempC,-5.7,older3,6,A,6A,freeze_sdl451,6.1,3/17/22,3/21/22,76,80,1,25,0.006013349,7.9
six,269_20C,2800,TempC,-5.7,older3,6,C,6C,freeze_sdl453,6.1,3/17/22,3/21/22,76,80,1,25,0.009045019,9
six,194_2A,3108,TempC,-5.7,older3,6,D,6D,freeze_sdl454,14.6,3/17/22,3/21/22,76,80,1,25,0.002561479,16.3
six,49_1A,2935,TempC,-5.7,older3,6,G,6G,freeze_sdl457,14,3/17/22,3/21/22,76,80,1,25,-0.002450245,12.6
six,269_20C,2800,TempC,-5.7,older3,6,H,6H,freeze_sdl458,6.1,3/17/22,3/21/22,76,80,1,25,0.012629918,10.5
six,162_2A,3055,TempC,-5.7,older3,6,J,6J,freeze_sdl460,9.6,3/17/22,3/21/22,76,80,1,25,0.013963669,17.5
six,269_20C,2800,TempC,-5.7,older3,7,B,7B,freeze_sdl462,6.4,3/17/22,3/21/22,76,80,1,25,0.007405901,8.8
six,257_2,2754,TempC,-5.7,older3,7,C,7C,freeze_sdl463,4.2,3/17/22,3/21/22,76,80,1,25,0.006271246,5.5
six,162_2A,3055,TempC,-5.7,older3,7,D,7D,freeze_sdl464,6.6,3/17/22,3/21/22,76,80,1,25,0.019092571,15
six,63_8,2960,TempC,-5.7,older3,7,G,7G,freeze_sdl467,9.8,3/17/22,3/21/22,76,80,1,25,0.003921458,11.6
six,180_5,3249,TempC,-5.7,older3,7,H,7H,freeze_sdl468,14.9,3/17/22,3/21/22,76,80,1,25,0.002652268,16.7
six,162_2A,3055,TempC,-5.7,older3,8,A,8A,freeze_sdl471,14.1,3/17/22,3/21/22,76,80,1,25,-0.003945032,11.9
six,273_18C,2710,TempC,-5.7,older3,8,B,8B,freeze_sdl472,3.9,3/17/22,3/21/22,76,80,0,25,NA,NA
six,269_20C,2800,TempC,-5.7,older3,8,C,8C,freeze_sdl473,7.4,3/17/22,3/21/22,76,80,1,25,0.001813059,8
six,255_13A,3342,TempC,-5.7,older3,8,E,8E,freeze_sdl475,10.6,3/17/22,3/21/22,76,80,1,25,0.002296159,11.7
six,180_5,3249,TempC,-5.7,older3,8,H,8H,freeze_sdl478,13.9,3/17/22,3/21/22,76,80,1,25,0.003560986,16.2
six,256_3C,2735,TempC,-5.7,older3,8,I,8I,freeze_sdl479,6.1,3/17/22,3/21/22,76,80,1,25,0.004804983,7.5
six,180_5,3249,TempC,-5.7,older3,8,J,8J,freeze_sdl480,14.6,3/17/22,3/21/22,76,80,1,25,0.007085126,19.8
six,199_1,3502,TempC,-5.7,older3,9,A,9A,freeze_sdl481,10.6,3/17/22,3/21/22,76,80,1,25,0.002096537,11.6
six,199_1,3502,TempC,-5.7,older3,9,C,9C,freeze_sdl483,7,3/17/22,3/21/22,76,80,1,25,0.001912514,7.6
six,185_2,3411,TempC,-5.7,older3,9,D,9D,freeze_sdl484,2.9,3/17/22,3/21/22,76,80,0,25,NA,NA
six,257_2,2754,TempC,-5.7,older3,9,E,9E,freeze_sdl485,2.6,3/17/22,3/21/22,76,80,0,4,NA,NA
six,194_2A,3108,TempC,-5.7,older3,9,F,9F,freeze_sdl486,22.1,3/17/22,3/21/22,76,80,1,25,-0.006101495,17
six,257_2,2754,TempC,-5.7,older3,9,G,9G,freeze_sdl487,3.7,3/17/22,3/21/22,76,80,1,25,0.001813059,4
six,211_6,3122,TempC,-5.7,older3,9,I,9I,freeze_sdl489,12.8,3/17/22,3/21/22,76,80,1,25,0.001238245,13.5
six,01_4,2989,TempC,-5.7,older3,10,A,10A,freeze_sdl491,15.1,3/17/22,3/21/22,76,80,1,25,-0.002433138,13.6
six,255_7A,3342,TempC,-5.7,older3,10,C,10C,freeze_sdl493,7.2,3/17/22,3/21/22,76,80,1,25,-0.001329265,6.8
six,162_2A,3055,TempC,-5.7,older3,10,D,10D,freeze_sdl494,7.2,3/17/22,3/21/22,76,80,1,25,0.015630088,14.1
six,255_7A,3342,TempC,-5.7,older3,10,F,10F,freeze_sdl496,4.6,3/17/22,3/21/22,76,80,1,25,-0.003839064,3.9
six,273_18C,2710,TempC,-5.7,older3,10,G,10G,freeze_sdl497,3.6,3/17/22,3/21/22,76,80,1,25,NA,NA
six,162_2A,3055,TempC,-5.7,older3,10,H,10H,freeze_sdl498,5.6,3/17/22,3/21/22,76,80,1,25,0.001988888,6.1
six,253_3A,3460,TempC,-5.7,older3,10,I,10I,freeze_sdl499,10.6,3/17/22,3/21/22,76,80,1,25,0.004203442,12.7
six,214_7,2694,TempC,-5.7,older3,10,J,10J,freeze_sdl500,16.2,3/17/22,3/21/22,76,80,1,25,-0.006216623,12.4
six,162_2A,3055,TempC,-5.7,older3,11,A,11A,freeze_sdl501,11.1,3/17/22,3/21/22,76,80,1,25,-0.002660706,9.9
six,49_1A,2935,TempC,-5.7,older3,11,B,11B,freeze_sdl502,15.6,3/17/22,3/21/22,76,80,1,25,-0.015823445,7.9
six,214_7,2694,TempC,-5.7,older3,11,E,11E,freeze_sdl505,11.5,3/17/22,3/21/22,76,80,1,25,-0.00963253,7.6
six,256_3C,2735,TempC,-5.7,older3,11,H,11H,freeze_sdl508,4.5,3/17/22,3/21/22,76,80,1,25,-0.00273914,4
six,257_2,2754,TempC,-5.7,older3,11,I,11I,freeze_sdl509,5.5,3/17/22,3/21/22,76,80,1,25,0.008421271,7.9
six,211_6,3122,TempC,-5.7,older3,11,J,11J,freeze_sdl510,11,3/17/22,3/21/22,76,80,1,25,-0.001985113,10.1
six,199_1,3502,TempC,-5.7,older3,12,A,12A,freeze_sdl511,7.6,3/17/22,3/21/22,76,80,1,25,0.009017803,11.2
six,262_3A,2717,TempC,-5.7,older3,12,B,12B,freeze_sdl512,6.7,3/17/22,3/21/22,76,80,1,25,-0.002957097,5.9
six,211_6,3122,TempC,-5.7,older3,12,C,12C,freeze_sdl513,16.6,3/17/22,3/21/22,76,80,1,25,-0.00774103,11.9
six,256_3C,2735,TempC,-5.7,older3,12,D,12D,freeze_sdl514,4.5,3/17/22,3/21/22,76,80,1,25,-0.00273914,4
six,180_5,3249,TempC,-5.7,older3,12,E,12E,freeze_sdl515,22.6,3/17/22,3/21/22,76,80,1,25,-0.010320959,14.5
six,209_2A,2721,TempC,-5.7,older3,12,F,12F,freeze_sdl516,15.6,3/17/22,3/21/22,76,80,1,25,0.005069817,19.4
six,257_2,2754,TempC,-5.7,older3,12,H,12H,freeze_sdl518,4,3/17/22,3/21/22,76,80,1,25,0.004719555,4.9
six,194_2A,3108,TempC,-5.7,older3,13,A,13A,freeze_sdl521,19.9,3/17/22,3/21/22,76,80,1,25,0.006128447,25.9
six,255_7A,3342,TempC,-5.7,older3,13,B,13B,freeze_sdl522,4.7,3/17/22,3/21/22,76,80,1,25,0.007540457,6.5
six,269_20C,2800,TempC,-5.7,older3,13,I,13I,freeze_sdl529,5,3/17/22,3/21/22,76,80,1,25,0.007150807,6.8
six,211_6,3122,TempC,-5.7,older3,13,J,13J,freeze_sdl530,14.7,3/17/22,3/21/22,76,80,1,25,-0.000158743,14.6
six,255_7A,3342,TempC,-5.7,older3,14,B,14B,freeze_sdl532,7.6,3/17/22,3/21/22,76,80,1,25,0.013188522,13.4
six,257_2,2754,TempC,-5.7,older3,14,C,14C,freeze_sdl533,5,3/17/22,3/21/22,76,80,1,25,0.006456552,6.6
six,253_3A,3460,TempC,-5.7,older3,14,E,14E,freeze_sdl535,17.1,3/17/22,3/21/22,76,80,1,25,-0.006735658,12.8
six,49_1A,2935,TempC,-5.7,older3,14,F,14F,freeze_sdl536,13.7,3/17/22,3/21/22,76,80,1,25,-0.00051491,13.4
six,214_7,2694,TempC,-5.7,older3,14,G,14G,freeze_sdl537,15.9,3/17/22,3/21/22,76,80,1,25,-0.010553109,10.1
six,256_3C,2735,TempC,-5.7,older3,14,H,14H,freeze_sdl538,6,3/17/22,3/21/22,76,80,1,25,-0.000788408,5.8
six,255_7A,3342,TempC,-5.7,older3,14,J,14J,freeze_sdl540,7,3/17/22,3/21/22,76,80,1,25,0.003105381,8
six,262_3A,2717,TempC,-5.7,older3,15,A,15A,freeze_sdl541,4.9,3/17/22,3/21/22,76,80,1,25,0.003105381,5.6
six,255_13A,3342,TempC,-5.7,older3,15,B,15B,freeze_sdl542,10.1,3/17/22,3/21/22,76,80,1,25,-0.006309653,7.7
six,255_7A,3342,TempC,-5.7,older3,15,D,15D,freeze_sdl544,8.6,3/17/22,3/21/22,76,80,1,25,0.000268856,8.7
six,273_18C,2710,TempC,-5.7,older3,15,E,15E,freeze_sdl545,3.4,3/17/22,3/21/22,76,80,1,25,NA,NA
six,211_6,3122,TempC,-5.7,older3,15,F,15F,freeze_sdl546,17.7,3/17/22,3/21/22,76,80,1,25,-0.005453658,14
six,63_8,2960,TempC,-5.7,older3,15,H,15H,freeze_sdl548,12.9,3/17/22,3/21/22,76,80,1,25,0.000179582,13
six,162_2A,3055,TempC,-5.7,older3,16,A,16A,freeze_sdl551,14,3/17/22,3/21/22,76,80,1,25,-0.003975763,11.8
six,199_1,3502,TempC,-5.7,older3,16,E,16E,freeze_sdl555,14,3/17/22,3/21/22,76,80,1,25,-0.002084004,12.8
six,162_2A,3055,TempC,-5.7,older3,16,I,16I,freeze_sdl559,15.5,3/17/22,3/21/22,76,80,1,25,0.000883238,16.1
six,49_1A,2935,TempC,-5.7,older3,17,A,17A,freeze_sdl561,9.6,3/17/22,3/21/22,76,80,1,25,0.004798522,11.8
six,194_2A,3108,TempC,-5.7,older3,17,B,17B,freeze_sdl562,20.4,3/17/22,3/21/22,76,80,1,25,-0.004654097,16.7
six,211_6,3122,TempC,-5.7,older3,17,D,17D,freeze_sdl564,14.8,3/17/22,3/21/22,76,80,1,25,-0.007543801,10.7
six,49_1A,2935,TempC,-5.7,older3,17,E,17E,freeze_sdl565,14.2,3/17/22,3/21/22,76,80,1,25,-0.00910416,9.6
six,269_20C,2800,TempC,-5.7,older3,17,F,17F,freeze_sdl566,5,3/17/22,3/21/22,76,80,1,25,0.010041452,7.7
six,255_13A,3342,TempC,-5.7,older3,17,G,17G,freeze_sdl567,12.9,3/17/22,3/21/22,76,80,1,25,0.005153301,16.1
six,211_6,3122,TempC,-5.7,older3,17,H,17H,freeze_sdl568,14.6,3/17/22,3/21/22,76,80,1,25,0.000783098,15.1
six,273_18C,2710,TempC,-5.7,older3,17,I,17I,freeze_sdl569,5.7,3/17/22,3/21/22,76,80,1,25,-0.007662307,4.1
six,255_7A,3342,TempC,-5.7,older3,17,J,17J,freeze_sdl570,3.6,3/17/22,3/21/22,76,80,1,25,-0.000655137,3.5
six,257_2,2754,TempC,-5.7,older3,18,C,18C,freeze_sdl573,1.8,3/17/22,3/21/22,76,80,0,8,NA,NA
six,211_6,3122,TempC,-5.7,older3,18,E,18E,freeze_sdl575,12.6,3/17/22,3/21/22,76,80,1,25,-0.007062382,9.3
six,273_18C,2710,TempC,-5.7,older3,18,F,18F,freeze_sdl576,3.1,3/17/22,3/21/22,76,80,1,25,NA,NA
six,262_3A,2717,TempC,-5.7,older3,18,G,18G,freeze_sdl577,6.6,3/17/22,3/21/22,76,80,1,25,0.007469878,9.1
six,180_5,3249,TempC,-5.7,older3,18,H,18H,freeze_sdl578,13.1,3/17/22,3/21/22,76,80,1,25,0.005923288,16.9
six,162_2A,3055,TempC,-5.7,older3,18,I,18I,freeze_sdl579,11.9,3/17/22,3/21/22,76,80,1,25,0.003105381,13.6
six,209_2A,2721,TempC,-5.7,older3,19,A,19A,freeze_sdl581,11.7,3/17/22,3/21/22,76,80,1,25,0.001538135,12.5
six,214_7,2694,TempC,-5.7,older3,19,B,19B,freeze_sdl582,14.6,3/17/22,3/21/22,76,80,1,25,-0.003798257,12.4
six,63_8,2960,TempC,-5.7,older3,19,C,19C,freeze_sdl583,8.6,3/17/22,3/21/22,76,80,1,25,0.005080966,10.7
six,255_13A,3342,TempC,-5.7,older3,19,E,19E,freeze_sdl585,8.1,3/17/22,3/21/22,76,80,1,25,0.00774276,11.3
six,256_3C,2735,TempC,-5.7,older3,19,G,19G,freeze_sdl587,4.6,3/17/22,3/21/22,76,80,1,25,0.017350455,9.7
six,49_1A,2935,TempC,-5.7,older3,19,H,19H,freeze_sdl588,10.6,3/17/22,3/21/22,76,80,1,25,0.004203442,12.7
six,257_2,2754,TempC,-5.7,older3,19,I,19I,freeze_sdl589,5.1,3/17/22,3/21/22,76,80,1,25,0.01132593,8.3
six,262_3A,2717,TempC,-5.7,older3,19,J,19J,freeze_sdl590,5,3/17/22,3/21/22,76,80,1,25,0.014432011,9.3
six,199_1,3502,TempC,-5.7,older3,20,A,20A,freeze_sdl591,12.6,3/17/22,3/21/22,76,80,1,25,-0.002327522,11.4
six,63_8,2960,TempC,-5.7,older3,20,C,20C,freeze_sdl593,4.8,3/17/22,3/21/22,76,80,1,25,0.013289541,8.5
six,262_3A,2717,TempC,-5.7,older3,20,E,20E,freeze_sdl595,4.9,3/17/22,3/21/22,76,80,1,25,0.002259622,5.4
six,256_3C,2735,TempC,-5.7,older3,20,F,20F,freeze_sdl596,6.2,3/17/22,3/21/22,76,80,1,25,0.003477482,7.2
six,213_1A,2790,TempC,-5.7,older3,20,G,20G,freeze_sdl597,8.6,3/17/22,3/21/22,76,80,1,25,-0.000825737,8.3
six,214_7,2694,TempC,-5.7,older3,20,H,20H,freeze_sdl598,6.7,3/17/22,3/21/22,76,80,0,25,NA,NA
six,63_8,2960,TempC,-5.7,older3,20,J,20J,freeze_sdl600,10.5,3/17/22,3/21/22,76,80,1,25,-0.003073762,9.2
six,214_7,2694,TempB,-10.7,older4,1,A,1A,freeze_sdl601,11.1,3/18/22,3/21/22,77,80,0,7,NA,NA
six,180_5,3249,TempB,-10.7,older4,1,B,1B,freeze_sdl602,12.9,3/18/22,3/21/22,77,80,0,7,NA,NA
six,269_20C,2800,TempB,-10.7,older4,1,C,1C,freeze_sdl603,6.9,3/18/22,3/21/22,77,80,0,7,NA,NA
six,194_2A,3108,TempB,-10.7,older4,1,D,1D,freeze_sdl604,21.6,3/18/22,3/21/22,77,80,0,7,NA,NA
six,209_2A,2721,TempB,-10.7,older4,1,F,1F,freeze_sdl606,3.4,3/18/22,3/21/22,77,80,0,3,NA,NA
six,49_1A,2935,TempB,-10.7,older4,1,G,1G,freeze_sdl607,5.7,3/18/22,3/21/22,77,80,1,24,-0.005104997,4.6
six,257_2,2754,TempB,-10.7,older4,1,H,1H,freeze_sdl608,6.6,3/18/22,3/21/22,77,80,1,24,0.004580283,8
six,209_2A,2721,TempB,-10.7,older4,1,I,1I,freeze_sdl609,11.8,3/18/22,3/21/22,77,80,0,10,NA,NA
six,282_13C,2802,TempB,-10.7,older4,2,D,2D,freeze_sdl614,9.5,3/18/22,3/21/22,77,80,1,24,0.003053675,10.8
six,199_1,3502,TempB,-10.7,older4,2,E,2E,freeze_sdl615,9.1,3/18/22,3/21/22,77,80,1,24,0.007748152,12.6
six,214_7,2694,TempB,-10.7,older4,2,G,2G,freeze_sdl617,13.1,3/18/22,3/21/22,77,80,1,24,-0.004596812,10.8
six,262_3A,2717,TempB,-10.7,older4,2,H,2H,freeze_sdl618,6.3,3/18/22,3/21/22,77,80,1,24,0.023353077,16.8
six,255_7A,3342,TempB,-10.7,older4,2,J,2J,freeze_sdl620,5.1,3/18/22,3/21/22,77,80,0,7,NA,NA
