genotype,elevation,Treatment,Tmin,tray,column,row,cell,cohort,plantID,label,freezing_date,freezing_OD,Germinated,Final_status,day_until_germination,day_of_death
270_5,2553,TempB,-10.7,3,10,C,10C,1,f_seed493,f_seed493_3_10C,10/13/22,286,1,1,18,99
270_5,2553,TempB,-10.7,3,10,C,10C,1,f_seed493A,f_seed493A_3_10C,10/13/22,286,0,0,98,NA
51_2,2929,TempB,-10.7,3,10,D,10D,1,f_seed494,f_seed494_3_10D,10/13/22,286,0,0,98,NA
51_2,2929,TempB,-10.7,3,10,D,10D,1,f_seed494A,f_seed494A_3_10D,10/13/22,286,0,0,98,NA
174_2,3252,TempB,-10.7,3,10,E,10E,1,f_seed495,f_seed495_3_10E,10/13/22,286,0,0,98,NA
174_2,3252,TempB,-10.7,3,10,E,10E,1,f_seed495A,f_seed495A_3_10E,10/13/22,286,0,0,98,NA
322_1,2999,TempB,-10.7,3,10,F,10F,1,f_seed496,f_seed496_3_10F,10/13/22,286,0,0,98,NA
322_1,2999,TempB,-10.7,3,10,F,10F,1,f_seed496A,f_seed496A_3_10F,10/13/22,286,0,0,98,NA
86_2,2880,TempB,-10.7,3,10,G,10G,1,f_seed497,f_seed497_3_10G,10/13/22,286,1,1,7,99
86_2,2880,TempB,-10.7,3,10,G,10G,1,f_seed497A,f_seed497A_3_10G,10/13/22,286,0,0,98,NA
270_26,2553,TempB,-10.7,3,10,H,10H,1,f_seed498,f_seed498_3_10H,10/13/22,286,1,0,29,99
270_26,2553,TempB,-10.7,3,10,H,10H,1,f_seed498A,f_seed498A_3_10H,10/13/22,286,0,0,98,NA
270_3,2553,TempB,-10.7,3,10,I,10I,1,f_seed499,f_seed499_3_10I,10/13/22,286,1,1,16,99
270_3,2553,TempB,-10.7,3,10,I,10I,1,f_seed499A,f_seed499A_3_10I,10/13/22,286,0,0,98,NA
250_4,3133,TempB,-10.7,3,10,J,10J,1,f_seed500,f_seed500_3_10J,10/13/22,286,1,1,8,99
250_4,3133,TempB,-10.7,3,10,J,10J,1,f_seed500A,f_seed500A_3_10J,10/13/22,286,1,1,8,99
297B_7,3431,TempB,-10.7,3,11,A,11A,1,f_seed501,f_seed501_3_11A,10/13/22,286,1,1,7,99
297B_7,3431,TempB,-10.7,3,11,A,11A,1,f_seed501A,f_seed501A_3_11A,10/13/22,286,1,1,11,99
1_3,2989,TempB,-10.7,3,11,B,11B,1,f_seed502,f_seed502_3_11B,10/13/22,286,1,1,6,99
1_3,2989,TempB,-10.7,3,11,B,11B,1,f_seed502A,f_seed502A_3_11B,10/13/22,286,0,0,98,NA
212_13,3131,TempB,-10.7,3,11,C,11C,1,f_seed503,f_seed503_3_11C,10/13/22,286,0,0,98,NA
212_13,3131,TempB,-10.7,3,11,C,11C,1,f_seed503A,f_seed503A_3_11C,10/13/22,286,0,0,98,NA
81_1,3095,TempB,-10.7,3,11,D,11D,1,f_seed504,f_seed504_3_11D,10/13/22,286,0,0,98,NA
81_1,3095,TempB,-10.7,3,11,D,11D,1,f_seed504A,f_seed504A_3_11D,10/13/22,286,0,0,98,NA
273_30,2710,TempB,-10.7,3,11,E,11E,1,f_seed505,f_seed505_3_11E,10/13/22,286,1,1,7,99
273_30,2710,TempB,-10.7,3,11,E,11E,1,f_seed505A,f_seed505A_3_11E,10/13/22,286,1,1,11,99
199_1,3502,TempB,-10.7,3,11,F,11F,1,f_seed506,f_seed506_3_11F,10/13/22,286,0,0,98,NA
199_1,3502,TempB,-10.7,3,11,F,11F,1,f_seed506A,f_seed506A_3_11F,10/13/22,286,0,0,98,NA
200_1,3447,TempB,-10.7,3,11,G,11G,1,f_seed507,f_seed507_3_11G,10/13/22,286,1,1,7,99
200_1,3447,TempB,-10.7,3,11,G,11G,1,f_seed507A,f_seed507A_3_11G,10/13/22,286,0,0,98,NA
250_16,3133,TempB,-10.7,3,11,H,11H,1,f_seed508,f_seed508_3_11H,10/13/22,286,0,0,98,NA
250_16,3133,TempB,-10.7,3,11,H,11H,1,f_seed508A,f_seed508A_3_11H,10/13/22,286,0,0,98,NA
162_2,3055,TempB,-10.7,3,11,I,11I,1,f_seed509,f_seed509_3_11I,10/13/22,286,0,0,98,NA
162_2,3055,TempB,-10.7,3,11,I,11I,1,f_seed509A,f_seed509A_3_11I,10/13/22,286,0,0,98,NA
50_1,2934,TempB,-10.7,3,11,J,11J,1,f_seed510,f_seed510_3_11J,10/13/22,286,0,0,98,NA
50_1,2934,TempB,-10.7,3,11,J,11J,1,f_seed510A,f_seed510A_3_11J,10/13/22,286,0,0,98,NA
63_8,2960,TempB,-10.7,3,12,A,12A,1,f_seed511,f_seed511_3_12A,10/13/22,286,0,0,98,NA
63_8,2960,TempB,-10.7,3,12,A,12A,1,f_seed511A,f_seed511A_3_12A,10/13/22,286,0,0,98,NA
301_8,3494,TempB,-10.7,3,12,B,12B,1,f_seed512,f_seed512_3_12B,10/13/22,286,0,0,98,NA
301_8,3494,TempB,-10.7,3,12,B,12B,1,f_seed512A,f_seed512A_3_12B,10/13/22,286,0,0,98,NA
257_2,2754,TempB,-10.7,3,12,C,12C,1,f_seed513,f_seed513_3_12C,10/13/22,286,0,0,98,NA
257_2,2754,TempB,-10.7,3,12,C,12C,1,f_seed513A,f_seed513A_3_12C,10/13/22,286,0,0,98,NA
151_3,2975,TempB,-10.7,3,12,D,12D,1,f_seed514,f_seed514_3_12D,10/13/22,286,0,0,98,NA
151_3,2975,TempB,-10.7,3,12,D,12D,1,f_seed514A,f_seed514A_3_12D,10/13/22,286,0,0,98,NA
270_5,2553,TempB,-10.7,3,12,E,12E,1,f_seed515,f_seed515_3_12E,10/13/22,286,1,1,7,99
270_5,2553,TempB,-10.7,3,12,E,12E,1,f_seed515A,f_seed515A_3_12E,10/13/22,286,1,1,7,48
269_20,2800,TempB,-10.7,3,12,F,12F,1,f_seed516,f_seed516_3_12F,10/13/22,286,0,0,98,NA
269_20,2800,TempB,-10.7,3,12,F,12F,1,f_seed516A,f_seed516A_3_12F,10/13/22,286,0,0,98,NA
91_2,2910,TempB,-10.7,3,12,G,12G,1,f_seed517,f_seed517_3_12G,10/13/22,286,1,1,7,99
91_2,2910,TempB,-10.7,3,12,G,12G,1,f_seed517A,f_seed517A_3_12G,10/13/22,286,0,0,98,NA
49_3,2935,TempB,-10.7,3,12,H,12H,1,f_seed518,f_seed518_3_12H,10/13/22,286,1,1,7,99
49_3,2935,TempB,-10.7,3,12,H,12H,1,f_seed518A,f_seed518A_3_12H,10/13/22,286,0,0,98,NA
301_8,3494,TempB,-10.7,3,12,I,12I,1,f_seed519,f_seed519_3_12I,10/13/22,286,1,1,11,99
301_8,3494,TempB,-10.7,3,12,I,12I,1,f_seed519A,f_seed519A_3_12I,10/13/22,286,1,1,13,99
81_1,3095,TempB,-10.7,3,12,J,12J,1,f_seed520,f_seed520_3_12J,10/13/22,286,1,0,6,99
81_1,3095,TempB,-10.7,3,12,J,12J,1,f_seed520A,f_seed520A_3_12J,10/13/22,286,1,0,11,99
262_3,2717,TempB,-10.7,3,13,B,13B,1,f_seed522,f_seed522_3_13B,10/13/22,286,0,0,98,NA
262_3,2717,TempB,-10.7,3,13,B,13B,1,f_seed522A,f_seed522A_3_13B,10/13/22,286,0,0,98,NA
267_15,2499,TempB,-10.7,3,13,C,13C,1,f_seed523,f_seed523_3_13C,10/13/22,286,1,1,20,99
267_15,2499,TempB,-10.7,3,13,C,13C,1,f_seed523A,f_seed523A_3_13C,10/13/22,286,0,0,98,NA
283_14,2890,TempB,-10.7,3,13,E,13E,1,f_seed525,f_seed525_3_13E,10/13/22,286,1,1,11,99
283_14,2890,TempB,-10.7,3,13,E,13E,1,f_seed525A,f_seed525A_3_13E,10/13/22,286,0,0,98,NA
157_3,3004,TempB,-10.7,3,13,F,13F,1,f_seed526,f_seed526_3_13F,10/13/22,286,1,1,22,99
157_3,3004,TempB,-10.7,3,13,F,13F,1,f_seed526A,f_seed526A_3_13F,10/13/22,286,0,0,98,NA
250_29,3133,TempB,-10.7,3,13,G,13G,1,f_seed527,f_seed527_3_13G,10/13/22,286,0,0,98,NA
250_29,3133,TempB,-10.7,3,13,G,13G,1,f_seed527A,f_seed527A_3_13G,10/13/22,286,0,0,98,NA
263_1,2795,TempB,-10.7,3,13,I,13I,1,f_seed529,f_seed529_3_13I,10/13/22,286,0,0,98,NA
263_1,2795,TempB,-10.7,3,13,I,13I,1,f_seed529A,f_seed529A_3_13I,10/13/22,286,0,0,98,NA
311_11,2712,TempB,-10.7,3,13,J,13J,1,f_seed530,f_seed530_3_13J,10/13/22,286,1,1,8,99
311_11,2712,TempB,-10.7,3,13,J,13J,1,f_seed530A,f_seed530A_3_13J,10/13/22,286,1,1,13,99
266_4,2992,TempB,-10.7,3,14,A,14A,1,f_seed531,f_seed531_3_14A,10/13/22,286,0,0,98,NA
266_4,2992,TempB,-10.7,3,14,A,14A,1,f_seed531A,f_seed531A_3_14A,10/13/22,286,0,0,98,NA
67_4,2903,TempB,-10.7,3,14,B,14B,1,f_seed532,f_seed532_3_14B,10/13/22,286,0,0,98,NA
67_4,2903,TempB,-10.7,3,14,B,14B,1,f_seed532A,f_seed532A_3_14B,10/13/22,286,0,0,98,NA
93_4,2911,TempB,-10.7,3,14,D,14D,1,f_seed534,f_seed534_3_14D,10/13/22,286,0,0,98,NA
93_4,2911,TempB,-10.7,3,14,D,14D,1,f_seed534A,f_seed534A_3_14D,10/13/22,286,0,0,98,NA
270_18,2553,TempB,-10.7,3,14,E,14E,1,f_seed535,f_seed535_3_14E,10/13/22,286,1,1,18,99
270_18,2553,TempB,-10.7,3,14,E,14E,1,f_seed535A,f_seed535A_3_14E,10/13/22,286,1,0,25,99
107_4,3091,TempB,-10.7,3,14,F,14F,1,f_seed536,f_seed536_3_14F,10/13/22,286,0,0,98,NA
107_4,3091,TempB,-10.7,3,14,F,14F,1,f_seed536A,f_seed536A_3_14F,10/13/22,286,0,0,98,NA
67_4,2903,TempB,-10.7,3,14,G,14G,1,f_seed537,f_seed537_3_14G,10/13/22,286,1,1,6,99
67_4,2903,TempB,-10.7,3,14,G,14G,1,f_seed537A,f_seed537A_3_14G,10/13/22,286,1,1,13,99
60_4,2977,TempB,-10.7,3,14,H,14H,1,f_seed538,f_seed538_3_14H,10/13/22,286,1,0,5,99
60_4,2977,TempB,-10.7,3,14,H,14H,1,f_seed538A,f_seed538A_3_14H,10/13/22,286,0,0,98,NA
189_1,3273,TempB,-10.7,3,14,I,14I,1,f_seed539,f_seed539_3_14I,10/13/22,286,0,0,98,NA
189_1,3273,TempB,-10.7,3,14,I,14I,1,f_seed539A,f_seed539A_3_14I,10/13/22,286,0,0,98,NA
255_28,3342,TempB,-10.7,3,14,J,14J,1,f_seed540,f_seed540_3_14J,10/13/22,286,1,1,8,99
255_28,3342,TempB,-10.7,3,14,J,14J,1,f_seed540A,f_seed540A_3_14J,10/13/22,286,1,1,11,99
162_2,3055,TempB,-10.7,3,15,A,15A,1,f_seed541,f_seed541_3_15A,10/13/22,286,1,1,6,99
162_2,3055,TempB,-10.7,3,15,A,15A,1,f_seed541A,f_seed541A_3_15A,10/13/22,286,1,1,11,99
185_2,3411,TempB,-10.7,3,15,B,15B,1,f_seed542,f_seed542_3_15B,10/13/22,286,0,0,98,NA
185_2,3411,TempB,-10.7,3,15,B,15B,1,f_seed542A,f_seed542A_3_15B,10/13/22,286,0,0,98,NA
304_14,3673,TempB,-10.7,3,15,C,15C,1,f_seed543,f_seed543_3_15C,10/13/22,286,1,1,20,99
304_14,3673,TempB,-10.7,3,15,C,15C,1,f_seed543A,f_seed543A_3_15C,10/13/22,286,0,0,98,NA
273_18,2710,TempB,-10.7,3,15,E,15E,1,f_seed545,f_seed545_3_15E,10/13/22,286,1,1,18,99
273_18,2710,TempB,-10.7,3,15,E,15E,1,f_seed545A,f_seed545A_3_15E,10/13/22,286,0,0,98,NA
202_1,3368,TempB,-10.7,3,15,F,15F,1,f_seed546,f_seed546_3_15F,10/13/22,286,0,0,98,NA
202_1,3368,TempB,-10.7,3,15,F,15F,1,f_seed546A,f_seed546A_3_15F,10/13/22,286,0,0,98,NA
255_7,3342,TempB,-10.7,3,15,G,15G,1,f_seed547,f_seed547_3_15G,10/13/22,286,0,0,98,NA
255_7,3342,TempB,-10.7,3,15,G,15G,1,f_seed547A,f_seed547A_3_15G,10/13/22,286,0,0,98,NA
68_2,2904,TempB,-10.7,3,15,H,15H,1,f_seed548,f_seed548_3_15H,10/13/22,286,1,1,8,99
68_2,2904,TempB,-10.7,3,15,H,15H,1,f_seed548A,f_seed548A_3_15H,10/13/22,286,0,0,98,NA
253_3,3460,TempB,-10.7,3,15,I,15I,1,f_seed549,f_seed549_3_15I,10/13/22,286,0,0,98,NA
253_3,3460,TempB,-10.7,3,15,I,15I,1,f_seed549A,f_seed549A_3_15I,10/13/22,286,0,0,98,NA
209_5,2721,TempB,-10.7,3,15,J,15J,1,f_seed550,f_seed550_3_15J,10/13/22,286,1,1,6,99
209_5,2721,TempB,-10.7,3,15,J,15J,1,f_seed550A,f_seed550A_3_15J,10/13/22,286,1,1,7,99
200_1,3447,TempB,-10.7,3,16,A,16A,1,f_seed551,f_seed551_3_16A,10/13/22,286,1,1,8,99
200_1,3447,TempB,-10.7,3,16,A,16A,1,f_seed551A,f_seed551A_3_16A,10/13/22,286,0,0,98,NA
202_1,3368,TempB,-10.7,3,16,B,16B,1,f_seed552,f_seed552_3_16B,10/13/22,286,0,0,98,NA
202_1,3368,TempB,-10.7,3,16,B,16B,1,f_seed552A,f_seed552A_3_16B,10/13/22,286,0,0,98,NA
189_1,3273,TempB,-10.7,3,16,C,16C,1,f_seed553,f_seed553_3_16C,10/13/22,286,1,1,6,99
189_1,3273,TempB,-10.7,3,16,C,16C,1,f_seed553A,f_seed553A_3_16C,10/13/22,286,1,1,7,99
272_10,2752,TempB,-10.7,3,16,D,16D,1,f_seed554,f_seed554_3_16D,10/13/22,286,0,0,98,NA
272_10,2752,TempB,-10.7,3,16,D,16D,1,f_seed554A,f_seed554A_3_16D,10/13/22,286,0,0,98,NA
48_2,2951,TempB,-10.7,3,16,E,16E,1,f_seed555,f_seed555_3_16E,10/13/22,286,0,0,98,NA
48_2,2951,TempB,-10.7,3,16,E,16E,1,f_seed555A,f_seed555A_3_16E,10/13/22,286,0,0,98,NA
270_10,2553,TempB,-10.7,3,16,F,16F,1,f_seed556,f_seed556_3_16F,10/13/22,286,0,0,98,NA
270_10,2553,TempB,-10.7,3,16,F,16F,1,f_seed556A,f_seed556A_3_16F,10/13/22,286,0,0,98,NA
328_5,3660,TempB,-10.7,3,16,G,16G,1,f_seed557,f_seed557_3_16G,10/13/22,286,1,0,27,99
328_5,3660,TempB,-10.7,3,16,G,16G,1,f_seed557A,f_seed557A_3_16G,10/13/22,286,0,0,98,NA
157_3,3004,TempB,-10.7,3,16,I,16I,1,f_seed559,f_seed559_3_16I,10/13/22,286,0,0,98,NA
157_3,3004,TempB,-10.7,3,16,I,16I,1,f_seed559A,f_seed559A_3_16I,10/13/22,286,0,0,98,NA
213_1,2790,TempB,-10.7,3,16,J,16J,1,f_seed560,f_seed560_3_16J,10/13/22,286,1,1,7,99
213_1,2790,TempB,-10.7,3,16,J,16J,1,f_seed560A,f_seed560A_3_16J,10/13/22,286,1,1,13,99
270_22,2553,TempB,-10.7,3,17,A,17A,1,f_seed561,f_seed561_3_17A,10/13/22,286,1,1,8,99
270_22,2553,TempB,-10.7,3,17,A,17A,1,f_seed561A,f_seed561A_3_17A,10/13/22,286,0,0,98,NA
272_10,2752,TempB,-10.7,3,17,B,17B,1,f_seed562,f_seed562_3_17B,10/13/22,286,0,0,98,NA
272_10,2752,TempB,-10.7,3,17,B,17B,1,f_seed562A,f_seed562A_3_17B,10/13/22,286,0,0,98,NA
47_1,2955,TempB,-10.7,3,17,C,17C,1,f_seed563,f_seed563_3_17C,10/13/22,286,1,1,5,99
47_1,2955,TempB,-10.7,3,17,C,17C,1,f_seed563A,f_seed563A_3_17C,10/13/22,286,1,1,11,99
250_4,3133,TempB,-10.7,3,17,D,17D,1,f_seed564,f_seed564_3_17D,10/13/22,286,0,0,98,NA
250_4,3133,TempB,-10.7,3,17,D,17D,1,f_seed564A,f_seed564A_3_17D,10/13/22,286,0,0,98,NA
250_29,3133,TempB,-10.7,3,17,E,17E,1,f_seed565,f_seed565_3_17E,10/13/22,286,1,1,11,99
250_29,3133,TempB,-10.7,3,17,E,17E,1,f_seed565A,f_seed565A_3_17E,10/13/22,286,1,0,29,99
98_7,3011,TempB,-10.7,3,17,F,17F,1,f_seed566,f_seed566_3_17F,10/13/22,286,0,0,98,NA
98_7,3011,TempB,-10.7,3,17,F,17F,1,f_seed566A,f_seed566A_3_17F,10/13/22,286,0,0,98,NA
267_15,2499,TempB,-10.7,3,17,H,17H,1,f_seed568,f_seed568_3_17H,10/13/22,286,1,1,11,98
267_15,2499,TempB,-10.7,3,17,H,17H,1,f_seed568A,f_seed568A_3_17H,10/13/22,286,1,1,20,99
49_3,2935,TempB,-10.7,3,17,I,17I,1,f_seed569,f_seed569_3_17I,10/13/22,286,1,1,8,99
49_3,2935,TempB,-10.7,3,17,I,17I,1,f_seed569A,f_seed569A_3_17I,10/13/22,286,1,1,8,99
273_19,2710,TempB,-10.7,3,17,J,17J,1,f_seed570,f_seed570_3_17J,10/13/22,286,0,0,98,NA
273_19,2710,TempB,-10.7,3,17,J,17J,1,f_seed570A,f_seed570A_3_17J,10/13/22,286,0,0,98,NA
210_3,3161,TempB,-10.7,3,18,A,18A,1,f_seed571,f_seed571_3_18A,10/13/22,286,1,1,5,99
210_3,3161,TempB,-10.7,3,18,A,18A,1,f_seed571A,f_seed571A_3_18A,10/13/22,286,1,1,6,99
323_11,2734,TempB,-10.7,3,18,B,18B,1,f_seed572,f_seed572_3_18B,10/13/22,286,0,0,98,NA
323_11,2734,TempB,-10.7,3,18,B,18B,1,f_seed572A,f_seed572A_3_18B,10/13/22,286,0,0,98,NA
305_6,3604,TempB,-10.7,3,18,C,18C,1,f_seed573,f_seed573_3_18C,10/13/22,286,1,1,7,99
305_6,3604,TempB,-10.7,3,18,C,18C,1,f_seed573A,f_seed573A_3_18C,10/13/22,286,1,1,8,99
93_4,2911,TempB,-10.7,3,18,D,18D,1,f_seed574,f_seed574_3_18D,10/13/22,286,0,0,98,NA
93_4,2911,TempB,-10.7,3,18,D,18D,1,f_seed574A,f_seed574A_3_18D,10/13/22,286,0,0,98,NA
283_2,2890,TempB,-10.7,3,18,E,18E,1,f_seed575,f_seed575_3_18E,10/13/22,286,0,0,98,NA
283_2,2890,TempB,-10.7,3,18,E,18E,1,f_seed575A,f_seed575A_3_18E,10/13/22,286,0,0,98,NA
283_14,2890,TempB,-10.7,3,18,F,18F,1,f_seed576,f_seed576_3_18F,10/13/22,286,1,1,11,99
283_14,2890,TempB,-10.7,3,18,F,18F,1,f_seed576A,f_seed576A_3_18F,10/13/22,286,0,0,98,NA
253_3,3460,TempB,-10.7,3,18,G,18G,1,f_seed577,f_seed577_3_18G,10/13/22,286,0,0,98,NA
253_3,3460,TempB,-10.7,3,18,G,18G,1,f_seed577A,f_seed577A_3_18G,10/13/22,286,0,0,98,NA
283_11,2890,TempB,-10.7,3,18,H,18H,1,f_seed578,f_seed578_3_18H,10/13/22,286,1,1,7,99
283_11,2890,TempB,-10.7,3,18,H,18H,1,f_seed578A,f_seed578A_3_18H,10/13/22,286,1,1,8,99
250_16,3133,TempB,-10.7,3,18,I,18I,1,f_seed579,f_seed579_3_18I,10/13/22,286,1,1,11,99
250_16,3133,TempB,-10.7,3,18,I,18I,1,f_seed579A,f_seed579A_3_18I,10/13/22,286,1,1,13,99
259_19,2760,TempB,-10.7,3,18,J,18J,1,f_seed580,f_seed580_3_18J,10/13/22,286,1,1,6,99
259_19,2760,TempB,-10.7,3,18,J,18J,1,f_seed580A,f_seed580A_3_18J,10/13/22,286,1,1,7,99
255_13,3342,TempB,-10.7,3,19,A,19A,1,f_seed581,f_seed581_3_19A,10/13/22,286,1,1,7,99
255_13,3342,TempB,-10.7,3,19,A,19A,1,f_seed581A,f_seed581A_3_19A,10/13/22,286,0,0,98,NA
210_3,3161,TempB,-10.7,3,19,C,19C,1,f_seed583,f_seed583_3_19C,10/13/22,286,0,0,98,NA
210_3,3161,TempB,-10.7,3,19,C,19C,1,f_seed583A,f_seed583A_3_19C,10/13/22,286,0,0,98,NA
283_22,2890,TempB,-10.7,3,19,D,19D,1,f_seed584,f_seed584_3_19D,10/13/22,286,1,1,5,99
283_22,2890,TempB,-10.7,3,19,D,19D,1,f_seed584A,f_seed584A_3_19D,10/13/22,286,1,1,8,99
156_2,2996,TempB,-10.7,3,19,E,19E,1,f_seed585,f_seed585_3_19E,10/13/22,286,1,1,6,99
156_2,2996,TempB,-10.7,3,19,E,19E,1,f_seed585A,f_seed585A_3_19E,10/13/22,286,1,1,6,99
257_2,2754,TempB,-10.7,3,19,F,19F,1,f_seed586,f_seed586_3_19F,10/13/22,286,1,1,6,99
257_2,2754,TempB,-10.7,3,19,F,19F,1,f_seed586A,f_seed586A_3_19F,10/13/22,286,1,1,7,99
273_50,2710,TempB,-10.7,3,19,G,19G,1,f_seed587,f_seed587_3_19G,10/13/22,286,1,1,16,99
273_50,2710,TempB,-10.7,3,19,G,19G,1,f_seed587A,f_seed587A_3_19G,10/13/22,286,0,0,98,NA
194_2,3108,TempB,-10.7,3,19,H,19H,1,f_seed588,f_seed588_3_19H,10/13/22,286,0,0,98,NA
194_2,3108,TempB,-10.7,3,19,H,19H,1,f_seed588A,f_seed588A_3_19H,10/13/22,286,0,0,98,NA
154_1,2992,TempB,-10.7,3,19,I,19I,1,f_seed589,f_seed589_3_19I,10/13/22,286,1,1,11,99
154_1,2992,TempB,-10.7,3,19,I,19I,1,f_seed589A,f_seed589A_3_19I,10/13/22,286,1,0,25,99
106_6,2925,TempB,-10.7,3,19,J,19J,1,f_seed590,f_seed590_3_19J,10/13/22,286,0,0,98,NA
106_6,2925,TempB,-10.7,3,19,J,19J,1,f_seed590A,f_seed590A_3_19J,10/13/22,286,0,0,98,NA
311_11,2712,TempB,-10.7,3,20,B,20B,1,f_seed592,f_seed592_3_20B,10/13/22,286,0,0,98,NA
311_11,2712,TempB,-10.7,3,20,B,20B,1,f_seed592A,f_seed592A_3_20B,10/13/22,286,0,0,98,NA
180_5,3249,TempB,-10.7,3,20,C,20C,1,f_seed593,f_seed593_3_20C,10/13/22,286,1,1,11,99
180_5,3249,TempB,-10.7,3,20,C,20C,1,f_seed593A,f_seed593A_3_20C,10/13/22,286,0,0,98,NA
151_3,2975,TempB,-10.7,3,20,D,20D,1,f_seed594,f_seed594_3_20D,10/13/22,286,0,0,98,NA
151_3,2975,TempB,-10.7,3,20,D,20D,1,f_seed594A,f_seed594A_3_20D,10/13/22,286,0,0,98,NA
283_2,2890,TempB,-10.7,3,20,E,20E,1,f_seed595,f_seed595_3_20E,10/13/22,286,0,0,98,NA
283_2,2890,TempB,-10.7,3,20,E,20E,1,f_seed595A,f_seed595A_3_20E,10/13/22,286,0,0,98,NA
283_15,2890,TempB,-10.7,3,20,F,20F,1,f_seed596,f_seed596_3_20F,10/13/22,286,1,1,5,99
283_15,2890,TempB,-10.7,3,20,F,20F,1,f_seed596A,f_seed596A_3_20F,10/13/22,286,0,0,98,NA
255_13,3342,TempB,-10.7,3,20,G,20G,1,f_seed597,f_seed597_3_20G,10/13/22,286,1,1,13,99
255_13,3342,TempB,-10.7,3,20,G,20G,1,f_seed597A,f_seed597A_3_20G,10/13/22,286,0,0,98,NA
325_8,3530,TempB,-10.7,3,20,I,20I,1,f_seed599,f_seed599_3_20I,10/13/22,286,1,1,6,99
325_8,3530,TempB,-10.7,3,20,I,20I,1,f_seed599A,f_seed599A_3_20I,10/13/22,286,0,0,98,NA
250_14,3133,TempC,-5.7,4,1,A,1A,1,f_seed601,f_seed601_4_1A,10/14/22,287,0,0,97,NA
250_14,3133,TempC,-5.7,4,1,A,1A,1,f_seed601A,f_seed601A_4_1A,10/14/22,287,0,0,97,NA
270_18,2553,TempC,-5.7,4,1,B,1B,1,f_seed602,f_seed602_4_1B,10/14/22,287,0,0,97,NA
270_18,2553,TempC,-5.7,4,1,B,1B,1,f_seed602A,f_seed602A_4_1B,10/14/22,287,0,0,97,NA
81_1,3095,TempC,-5.7,4,1,C,1C,1,f_seed603,f_seed603_4_1C,10/14/22,287,1,1,17,97
81_1,3095,TempC,-5.7,4,1,C,1C,1,f_seed603A,f_seed603A_4_1C,10/14/22,287,1,1,17,97
1_3,2989,TempC,-5.7,4,1,D,1D,1,f_seed604,f_seed604_4_1D,10/14/22,287,0,0,97,NA
1_3,2989,TempC,-5.7,4,1,D,1D,1,f_seed604A,f_seed604A_4_1D,10/14/22,287,0,0,97,NA
185_2,3411,TempC,-5.7,4,1,E,1E,1,f_seed605,f_seed605_4_1E,10/14/22,287,1,1,17,97
185_2,3411,TempC,-5.7,4,1,E,1E,1,f_seed605A,f_seed605A_4_1E,10/14/22,287,0,0,97,NA
304_14,3673,TempC,-5.7,4,1,F,1F,1,f_seed606,f_seed606_4_1F,10/14/22,287,0,0,97,NA
304_14,3673,TempC,-5.7,4,1,F,1F,1,f_seed606A,f_seed606A_4_1F,10/14/22,287,0,0,97,NA
253_3,3460,TempC,-5.7,4,1,G,1G,1,f_seed607,f_seed607_4_1G,10/14/22,287,0,0,97,NA
253_3,3460,TempC,-5.7,4,1,G,1G,1,f_seed607A,f_seed607A_4_1G,10/14/22,287,0,0,97,NA
302_1,3511,TempC,-5.7,4,1,H,1H,1,f_seed608,f_seed608_4_1H,10/14/22,287,0,0,97,NA
302_1,3511,TempC,-5.7,4,1,H,1H,1,f_seed608A,f_seed608A_4_1H,10/14/22,287,0,0,97,NA
50_1,2934,TempC,-5.7,4,1,I,1I,1,f_seed609,f_seed609_4_1I,10/14/22,287,0,0,97,NA
50_1,2934,TempC,-5.7,4,1,I,1I,1,f_seed609A,f_seed609A_4_1I,10/14/22,287,0,0,97,NA
270_3,2553,TempC,-5.7,4,1,J,1J,1,f_seed610,f_seed610_4_1J,10/14/22,287,0,0,97,NA
270_3,2553,TempC,-5.7,4,1,J,1J,1,f_seed610A,f_seed610A_4_1J,10/14/22,287,0,0,97,NA
301_8,3494,TempC,-5.7,4,2,A,2A,1,f_seed611,f_seed611_4_2A,10/14/22,287,1,1,19,97
301_8,3494,TempC,-5.7,4,2,A,2A,1,f_seed611A,f_seed611A_4_2A,10/14/22,287,1,1,21,97
323_11,2734,TempC,-5.7,4,2,B,2B,1,f_seed612,f_seed612_4_2B,10/14/22,287,1,1,10,97
323_11,2734,TempC,-5.7,4,2,B,2B,1,f_seed612A,f_seed612A_4_2B,10/14/22,287,0,0,97,NA
283_10,2890,TempC,-5.7,4,2,C,2C,1,f_seed613,f_seed613_4_2C,10/14/22,287,0,0,97,NA
283_10,2890,TempC,-5.7,4,2,C,2C,1,f_seed613A,f_seed613A_4_2C,10/14/22,287,0,0,97,NA
262_3,2717,TempC,-5.7,4,2,D,2D,1,f_seed614,f_seed614_4_2D,10/14/22,287,0,0,97,NA
262_3,2717,TempC,-5.7,4,2,D,2D,1,f_seed614A,f_seed614A_4_2D,10/14/22,287,0,0,97,NA
304_14,3673,TempC,-5.7,4,2,E,2E,1,f_seed615,f_seed615_4_2E,10/14/22,287,0,0,97,NA
304_14,3673,TempC,-5.7,4,2,E,2E,1,f_seed615A,f_seed615A_4_2E,10/14/22,287,0,0,97,NA
328_5,3660,TempC,-5.7,4,2,F,2F,1,f_seed616,f_seed616_4_2F,10/14/22,287,0,0,97,NA
